id,account_code,account_name,account_type,parent_account_id,account_level,is_transactional,currency,status,created_at,updated_at,short_code,comp_id,location_id
235,500030000000000,"Sales Commission Account",Expenses,211,3,0,USD,Active,"10/6/2025 21:52",NULL,SC,1,1
236,500030000000000,"Freight Outward Account",Expenses,211,3,0,USD,Active,"10/6/2025 21:52",NULL,FO,1,1
237,500030000000000,"Delivery & Transportation Account",Expenses,211,3,0,USD,Active,"10/6/2025 21:52",NULL,DT,1,1
238,500030000000000,"Sales Staff Salaries Account",Expenses,211,3,0,USD,Active,"10/6/2025 21:52",NULL,SSS,1,1
239,500030000000000,"Showroom Expenses Account",Expenses,211,3,0,USD,Active,"10/6/2025 21:52",NULL,SE,1,1
240,500030000000000,"Discount Allowed Account",Expenses,211,3,0,USD,Active,"10/6/2025 21:52",NULL,DA,1,1
241,500030000000000,"Promotional Samples Account",Expenses,211,3,0,USD,Active,"10/6/2025 21:52",NULL,PS,1,1
242,500030000000000,"After-Sales Service Account",Expenses,211,3,0,USD,Active,"10/6/2025 21:52",NULL,ASS,1,1
243,500030000000000,"Trade Show Expenses Account",Expenses,211,3,0,USD,Active,"10/6/2025 21:52",NULL,TSE,1,1
244,500040000000000,"Bank Charges Account",Expenses,212,3,0,USD,Active,"10/6/2025 21:52",NULL,BC,1,1
245,500040000000000,"Interest Expense Account",Expenses,212,3,0,USD,Active,"10/6/2025 21:52",NULL,IE,1,1
246,500040000000000,"Loan Processing Fees Account",Expenses,212,3,0,USD,Active,"10/6/2025 21:52",NULL,LPF,1,1
247,500040000000000,"Foreign Exchange Loss Account",Expenses,212,3,0,USD,Active,"10/6/2025 21:52",NULL,FEL,1,1
248,500040000000000,"Credit Card Fees Account",Expenses,212,3,0,USD,Active,"10/6/2025 21:52",NULL,CCF,1,1
249,500040000000000,"Bank Overdraft Interest Account",Expenses,212,3,0,USD,Active,"10/6/2025 21:52",NULL,BOI,1,1
250,500050000000000,"Bad Debts Account",Expenses,213,3,0,USD,Active,"10/6/2025 21:52",NULL,BD,1,1
251,500050000000000,"Depreciation - Other Assets Account",Expenses,213,3,0,USD,Active,"10/6/2025 21:52",NULL,DOA,1,1
252,500050000000000,"Amortization Expense Account",Expenses,213,3,0,USD,Active,"10/6/2025 21:52",NULL,AE,1,1
253,500050000000000,"Loss on Sale of Assets Account",Expenses,213,3,0,USD,Active,"10/6/2025 21:52",NULL,LSA,1,1
254,500050000000000,"Donations & Contributions Account",Expenses,213,3,0,USD,Active,"10/6/2025 21:52",NULL,DC,1,1
255,500050000000000,"Penalties & Fines Account",Expenses,213,3,0,USD,Active,"10/6/2025 21:52",NULL,PF,1,1
256,500050000000000,"Staff Welfare Account",Expenses,213,3,0,USD,Active,"10/6/2025 21:52",NULL,SW,1,1
257,500050000000000,"Training & Seminars Account",Expenses,213,3,0,USD,Active,"10/6/2025 21:52",NULL,TS,1,1
258,500050000000000,"Miscellaneous Expenses Account",Expenses,213,3,0,USD,Active,"10/6/2025 21:52",NULL,ME,1,1
259,500010000000000,"Raw Material Consumed",Expenses,214,4,1,USD,Active,"10/6/2025 21:52",NULL,RAW,1,1
260,500010000000000,Purchases,Expenses,215,4,1,USD,Active,"10/6/2025 21:52",NULL,PUR,1,1
261,500010000000000,"Purchase Returns",Expenses,216,4,1,USD,Active,"10/6/2025 21:52",NULL,PR,1,1
262,500010000000000,"Freight Inward",Expenses,217,4,1,USD,Active,"10/6/2025 21:52",NULL,FR,1,1
263,500010000000000,"Packing Materials",Expenses,218,4,1,USD,Active,"10/6/2025 21:52",NULL,PACK,1,1
264,500010000000000,"Factory Wages",Expenses,219,4,1,USD,Active,"10/6/2025 21:52",NULL,FW,1,1
265,500010000000000,"Factory Rent",Expenses,220,4,1,USD,Active,"10/6/2025 21:52",NULL,FR,1,1
266,500010000000000,"Depreciation - Factory Equipment",Expenses,221,4,1,USD,Active,"10/6/2025 21:52",NULL,DFE,1,1
267,500010000000000,"Power and Fuel",Expenses,222,4,1,USD,Active,"10/6/2025 21:52",NULL,PF,1,1
268,500010000000000,"Direct Labor",Expenses,223,4,1,USD,Active,"10/6/2025 21:52",NULL,DL,1,1
269,500020000000000,"Office Salaries",Expenses,224,4,1,USD,Active,"10/6/2025 21:52",NULL,OS,1,1
270,500020000000000,"Office Rent",Expenses,225,4,1,USD,Active,"10/6/2025 21:52",NULL,OR,1,1
271,500020000000000,Utilities,Expenses,226,4,1,USD,Active,"10/6/2025 21:52",NULL,UTIL,1,1
272,500020000000000,"Stationery & Office Supplies",Expenses,227,4,1,USD,Active,"10/6/2025 21:52",NULL,STN,1,1
273,500020000000000,"Printing & Postage",Expenses,228,4,1,USD,Active,"10/6/2025 21:52",NULL,PP,1,1
274,500020000000000,"IT & Internet Expenses",Expenses,229,4,1,USD,Active,"10/6/2025 21:52",NULL,IT,1,1
275,500020000000000,"Repairs & Maintenance",Expenses,230,4,1,USD,Active,"10/6/2025 21:52",NULL,RM,1,1
276,500020000000000,"Depreciation - Office Equipment",Expenses,231,4,1,USD,Active,"10/6/2025 21:52",NULL,DOE,1,1
277,500020000000000,"Professional Fees",Expenses,232,4,1,USD,Active,"10/6/2025 21:52",NULL,PF,1,1
278,500020000000000,"Travel & Conveyance",Expenses,233,4,1,USD,Active,"10/6/2025 21:52",NULL,TC,1,1
279,500030000000000,"Advertising & Promotion",Expenses,234,4,1,USD,Active,"10/6/2025 21:52",NULL,ADV,1,1
280,500030000000000,"Sales Commission",Expenses,235,4,1,USD,Active,"10/6/2025 21:52",NULL,SC,1,1
281,500030000000000,"Freight Outward",Expenses,236,4,1,USD,Active,"10/6/2025 21:52",NULL,FO,1,1
282,500030000000000,"Delivery & Transportation",Expenses,237,4,1,USD,Active,"10/6/2025 21:52",NULL,DT,1,1
283,500030000000000,"Sales Staff Salaries",Expenses,238,4,1,USD,Active,"10/6/2025 21:52",NULL,SSS,1,1
284,500030000000000,"Showroom Expenses",Expenses,239,4,1,USD,Active,"10/6/2025 21:52",NULL,SE,1,1
285,500030000000000,"Discount Allowed",Expenses,240,4,1,USD,Active,"10/6/2025 21:52",NULL,DA,1,1
286,500030000000000,"Promotional Samples",Expenses,241,4,1,USD,Active,"10/6/2025 21:52",NULL,PS,1,1
287,500030000000000,"After-Sales Service",Expenses,242,4,1,USD,Active,"10/6/2025 21:52",NULL,ASS,1,1
288,500030000000000,"Trade Show Expenses",Expenses,243,4,1,USD,Active,"10/6/2025 21:52",NULL,TSE,1,1
289,500040000000000,"Bank Charges",Expenses,244,4,1,USD,Active,"10/6/2025 21:52",NULL,BC,1,1
290,500040000000000,"Interest Expense",Expenses,245,4,1,USD,Active,"10/6/2025 21:52",NULL,IE,1,1
291,500040000000000,"Loan Processing Fees",Expenses,246,4,1,USD,Active,"10/6/2025 21:52",NULL,LPF,1,1
292,500040000000000,"Foreign Exchange Loss",Expenses,247,4,1,USD,Active,"10/6/2025 21:52",NULL,FXL,1,1
293,500040000000000,"Credit Card Fees",Expenses,248,4,1,USD,Active,"10/6/2025 21:52",NULL,CCF,1,1
294,500040000000000,"Bank Overdraft Interest",Expenses,249,4,1,USD,Active,"10/6/2025 21:52",NULL,BOI,1,1
295,500050000000000,"Bad Debts",Expenses,250,4,1,USD,Active,"10/6/2025 21:52",NULL,BD,1,1
296,500050000000000,"Depreciation - Other Assets",Expenses,251,4,1,USD,Active,"10/6/2025 21:52",NULL,DOA,1,1
297,500050000000000,"Amortization Expense",Expenses,252,4,1,USD,Active,"10/6/2025 21:52",NULL,AE,1,1
298,500050000000000,"Loss on Sale of Assets",Expenses,253,4,1,USD,Active,"10/6/2025 21:52",NULL,LSA,1,1
299,500050000000000,"Donations & Contributions",Expenses,254,4,1,USD,Active,"10/6/2025 21:52",NULL,DC,1,1
300,500050000000000,"Penalties & Fines",Expenses,255,4,1,USD,Active,"10/6/2025 21:52",NULL,PF,1,1
301,500050000000000,"Staff Welfare",Expenses,256,4,1,USD,Active,"10/6/2025 21:52",NULL,SW,1,1
302,500050000000000,"Training & Seminars",Expenses,257,4,1,USD,Active,"10/6/2025 21:52",NULL,TS,1,1
303,500050000000000,"Miscellaneous Expenses",Expenses,258,4,1,USD,Active,"10/6/2025 21:52",NULL,ME,1,1
